id,area,available_icu_beds_with_ventilator,pincode,district,hospital_poc_phone,total_beds_without_oxygen,available_beds_without_oxygen,hospital_poc_name,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on,hospital_category
570,Jabalpur,-1,482002,Jabalpur,7509984900,8,3,RANJEET THAKUR,12,4,"9926304755, 9826190544",SUDHA MULTISPECIALITY HOSPITAL & HIGH RISK PREGNANCY CENTRE,0,-1,0,"837, Gole Bazar, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619930750000,Private
571,Jabalpur,-1,,Jabalpur,7869890925,0,0,PREETI PANDEY,4,14,"7869890925, 7869890925",K J Memorial Hospital,4,-1,14,,1619928079000,Private
572,Jabalpur,-1,482001,Jabalpur,9981503902,0,0,BRAJESH TIWARI,20,50,"9981503902, 9981503902",JABALPUR HOSPITAL,0,-1,0,"jabalpur hospital, Jabalpur Hospital to Shastri Bridge, Napier Town, Jabalpur, Madhya Pradesh 482001, India",1619934196000,Private
573,Jabalpur,-1,,Jabalpur,7000334395,10,3,DR ISHWAR SINGH THAKUR,0,0,", ",GIRLS HOSTEL SHAHPURA,0,-1,0,,1619926446000,Government
574,Jabalpur,-1,482002,Jabalpur,8770482116,15,0,AJAY PATEL,14,14,0761 402 6000,SMJ TRUST HOSPITAL JABALPUR MP,0,-1,0,"Maharshi Dayanand Saraswati Chowk, Napier Town, Jabalpur, Madhya Pradesh 482002, India",1619931345000,Private
575,Jabalpur,-1,482002,Jabalpur,9826637759,0,0,KALPANA VERMA,4,51,0761 421 8312,ADITYA HOSPITAL,0,-1,3,"Napier Town, opposite little kingdom School, near to home Science College road, Napier Town, Jabalpur, Madhya Pradesh 482002, India",1619928598000,Private
576,Jabalpur,-1,482011,Jabalpur,8332999335,0,0,DR VISHWAS KHAMARIYA,0,25,"8332999335, 8332999335",ORDNANCE FACTORY KHAMARIA DCHC,0,-1,4,"Unnamed Road,, Khamaria, O.F.Khamaria, Madhya Pradesh 482011, India",1619926761000,Government
577,Jabalpur,-1,,Jabalpur,9131517757,2,1,Deepak,3,10,"9131517757, 9131517757",Dashmesh hospital MADAN MAHAL,3,-1,7,,1619922919000,Private
578,Jabalpur,-1,482002,Jabalpur,9691222290,0,0,DR BABITA DAHIYA,10,22,098261 15687,GOLCHA HOSPITAL,0,-1,8,"56, Napier Town, opp. Bhanwartal Park, Marhatal, Jabalpur, Madhya Pradesh 482002, India",1619924218000,Private
579,Jabalpur,-1,,Jabalpur,8319936109,0,0,SHAN,3,10,"8349844756, 8223874097",NAV ENT  & CANCER HOSPITAL JABALPUR,1,-1,4,,1619922982000,Private
580,Jabalpur,-1,,Jabalpur,8962104593,0,0,DR SATISH PATEL,5,10,"8962104593, 8962104593",HARI OM MULTISPECIALITY HOSPITAL PURWA GARHA,5,-1,0,,1619927327000,Private
581,Jabalpur,-1,,Jabalpur,7415829874,60,48,DR RAHUL JHARIYA,0,20,"7415829874, 7415829874",COMMUNITY HALL BARELA,0,-1,20,,1619926174000,Government
582,Jabalpur,-1,482002,Jabalpur,9425387372,0,0,DR. S.P SINGH,0,80,"9425387372, 9425387372",MANMOHAN NAGAR HOSPITAL,0,-1,11,"Manmohan Nagar, Krishi Upaj Mandi, Trimurti Nagar, Jabalpur, Madhya Pradesh 482002, India",1619926701000,Government
583,Jabalpur,-1,482003,Jabalpur,9630876068,6,0,AKASH NAMDEO,15,4,076124 23865,BUDHOLIA HOSPITAL,0,-1,0,"249, Main Road Sanjivni Nagar, Garha road, Sanjeevani Nagar, Jabalpur, Madhya Pradesh 482003, India",1619915729000,Private
584,Jabalpur,-1,,Jabalpur,9424949973,0,0,MAYANK BARSAINYA,0,10,"9424949973, 9424949973",MEDIVO HOSPITAL MANMOHAN NAGAR,0,-1,0,,1619918868000,Private
585,Jabalpur,-1,,Jabalpur,9329486447,0,0,MANEESH SHARMA,5,15,"9479450650, 9589101020",SHREE SHUBHAM HOSPITAL,0,-1,0,,1619928616000,Private
586,Jabalpur,-1,482001,Jabalpur,9752413300,15,0,MR A CHAKRAVORTY,72,88,097555 49767,CITY HOSPITAL AND RESEARCH CENTER,0,-1,0,"South Civil Lines, Nagrath Chowk, South Civil Lines, Jabalpur, Madhya Pradesh 482001, India",1619920838000,Private
587,Jabalpur,-1,482002,Jabalpur,9303099434,0,0,DR. MUKUL NEMA,20,45,1800 890 6909,ANANT HOSPITAL,0,-1,5,"Madan Mahal Railway Station Rd, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619927894000,Private
588,Jabalpur,-1,482001,Jabalpur,7000347820,13,13,MANOJ BHARADWAJ,5,11,"7000347820, 7000347820",REVANTA HOSPITAL,5,-1,1,"Main Rd, Transport Nagar, Suhagi, Madhya Pradesh 482001, India",1619925246000,Private
589,Jabalpur,-1,482002,Jabalpur,9179232478,15,7,SUREKHA KORI,10,15,0761 407 2225,TRUECARE HOSPITAL,0,-1,8,"786 Abdul Hammed Chowk, Raddi choki, near patrol pump, Bhumi Vikash Bank Colony, Adhartal, Jabalpur, Madhya Pradesh 482002, India",1619918248000,Private
590,Jabalpur,-1,,Jabalpur,9425787000,100,87,DR AASHISH,0,50,"9425787000, 9425787000",GYANODAYA  HOSTEL RANJHI,0,-1,26,,1619926583000,Government
591,Jabalpur,-1,482002,Jabalpur,9631576656,0,0,DR KAVITA DUBEY,0,22,"9631576656, 9631576656",SAPTRISHI HOSPITAL,0,-1,4,"Manas bhavan road, near IDBI Bank Regional Office, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619924969000,Private
592,Jabalpur,-1,482001,Jabalpur,8349845828,5,5,Movin parera,12,48,076124 21312,BEST SUPER SPECIALTY HOSPITAL,0,-1,1,"1352, Home Science College Rd, near Ashish Hospital, Napier Town, Jabalpur, Madhya Pradesh 482001, India",1619927879000,Private
593,Jabalpur,-1,482002,Jabalpur,9479450650,0,0,AJAY SONI,8,20,076126 23040,AKANSHA HOSPITAL GHAMAPUR,0,-1,0,"Raddi Chowk, Ghamapur, Jabalpur, Madhya Pradesh 482002, India",1619921062000,Private
594,Jabalpur,-1,482002,Jabalpur,9669084809,11,0,MR. NARAYAN,4,25,076126 27833,PANDEY HOSPITAL,0,-1,0,"499, North, BeoharBagh, South Civil Lines, BeoharBagh, Jabalpur, Madhya Pradesh 482002, India",1619927594000,Private
595,Jabalpur,-1,,Jabalpur,9407377891,15,9,DR HEMA BISEN,0,0,", ",ADIWASI BOYS HOSTEL SIHORA,0,-1,0,,1619926499000,Government
596,Jabalpur,-1,482002,Jabalpur,6260697753,0,0,SAMEER PATHAK,6,46,098273 91166,BOMBAY HOSPITAL,1,-1,14,"behind Maharashtra High school, Gole Bazar, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619930551000,Private
597,Jabalpur,-1,482002,Jabalpur,8319502241,0,0,DR. SHAILENDRA MASIH,5,15,"8319502241, 8319502241",SHREE RAWATPURA HOSPITAL,5,-1,15,"250, MR-4 Rd, Vikas Nagar, Jabalpur, Madhya Pradesh 482002, India",1619928568000,Private
598,Jabalpur,-1,482002,Jabalpur,9479450650,0,0,Ajay soni,10,15,093016 66655,NEW LIFE,0,-1,0,"Nagpur Rd, near Sharda Chowk, Maheshpur, Jabalpur, Madhya Pradesh 482002, India",1619920229000,Private
599,Jabalpur,-1,482003,Jabalpur,6264936438,5,4,SANTOSH KUMAR,5,5,"9039057753, 9826157753",AROGYAM HOSPITAL,1,-1,5,"HD-13, Dhanwantary Nagar Main Rd, Near Union Bank, Dhanvantari Nagar, Jabalpur, Madhya Pradesh 482003, India",1619936540000,Private
600,Jabalpur,-1,482003,Jabalpur,8435002300,0,0,ANIKET JAIN,34,36,0761 401 7010,GALAXY SS HOSPITAL,16,-1,36,"Ukhari tiraha Vijay Nagar, Shatabdipuram Phase 1, Jabalpur, Madhya Pradesh 482003, India",1619926797000,Private
601,Jabalpur,-1,482002,Jabalpur,9826120326,24,6,DR. SUBODHA DARBARI,12,1,076126 88513,SHREE NARMADA HOSPITAL,1,-1,0,"A9, MR-4 Rd, Shatabdipuram Phase 2, New Adaresh Colony, Madhya Pradesh 482002, India",1619925216000,Private
602,Jabalpur,-1,,Jabalpur,7586753082,12,5,DR ANURAG ATROLIYA,0,0,", ",ADIWASI  HOSTEL PATAN/ KATANGI,0,-1,0,,1619926226000,Government
603,Jabalpur,-1,482002,Jabalpur,9179822605,6,2,KAMAL SINGH,6,4,0761 407 3501,STAR HOSPITAL,0,-1,0,"Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619931464000,Private
604,Jabalpur,-1,482002,Jabalpur,8959318933,18,0,SANTOSH KATULKAR,24,30,076124 12333,JAMDAR HOSPITAL,0,-1,0,"816, jamdar hospital, Gole Bazar, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619917847000,Private
605,Jabalpur,-1,482002,Jabalpur,9575300103,0,0,MR SUNIL ASATI,60,13,095753 00110,METRO HOSPITAL JABALPUR,0,-1,0,"kuchaini parisar, Bus stand, Damoh Naka, Nr Kchetriya, Transport Nagar, Jabalpur, Madhya Pradesh 482002, India",1619930213000,Private
606,Jabalpur,-1,482008,Jabalpur,8959934990,0,0,DR Jyoti thakur,0,9,"8959934990, 8959934990",GOVT.AYURVEDIC  HOSPITAL,0,-1,6,"Awadhpuri Colony, Gwarighat, Jabalpur, Madhya Pradesh 482008, India",1619926641000,Government
607,Jabalpur,-1,482002,Jabalpur,9425863999,0,0,Dr.Sanjay Jain,13,227,"9425863999, 9425863999",DH Jabalpur - DCHC,0,-1,0,"Badi Omti, Ganjipura Rd, Ganjipura, Jabalpur, Madhya Pradesh 482002, India",1619927933000,Government
608,Jabalpur,-1,,Jabalpur,8103538859,25,15,DR SWAPNIL JAIN,0,0,", ",SHREE PARSHAVNATH DIGAMBAR BADA JAIN MANDIR,0,-1,0,,1619925989000,Government
609,Jabalpur,-1,482002,Jabalpur,7828533305,0,0,SANJEEV SHRIVASTAVA,5,45,076124 01909,MAHAKOSHAL HOSPITAL,0,-1,0,"Gate No. 3, Gau Mata Chowk Opp Nehru Stadium, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619925858000,Private
610,Jabalpur,-1,482004,Jabalpur,8226006076,6,6,SANJEEV SINGH,21,23,082230 00015,MEDAZ HOSPITAL JABALPUR,14,-1,19,"1054 Opp Kamala Bhandar, Main Rd, Jai Prakash Nagar, Adhartal, Jabalpur, Madhya Pradesh 482004, India",1619928195000,Private
611,Jabalpur,-1,482002,Jabalpur,9713211666,2,0,Vishwas Chouhan,19,0,"8839636048, 7000361866",Life Care ICU,0,-1,0,"3rd Floor , PG Mukherjee's Hospital, 1933, Prem Mandir Rd, near Astha Medical, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619928157000,Private
612,Jabalpur,-1,482002,Jabalpur,9752234415,10,10,DHAWAL DEKHANE,10,60,084618 84444,SWASTIK HOSPITAL,0,-1,5,"opp. Interstate Bus Terminal, near Deen Dayal Chowk, Vijay Nagar, Jabalpur, Madhya Pradesh 482002, India",1619930232000,Private
613,Jabalpur,-1,482002,Jabalpur,9926411330,0,0,Mr Manoj Mishra,16,30,"7000407454, 9893268123",Sanskardhani Hospital,0,-1,5,"Karmeta, Jabalpur, Madhya Pradesh 482002, India",1619928416000,Private
614,Jabalpur,-1,482002,Jabalpur,9826153333,0,0,Dr Ahluwaliya,11,9,"9826153333, 9826153333",J.K HOSPITAL,0,-1,1,"2006, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619932462000,Private
615,Jabalpur,-1,,Jabalpur,9039025390,5,4,NITIN SHARMA,0,5,", ",CENTRAL HOSPITAL & RESERCH CENTRE LABOUR CHOWK,0,-1,2,,1619925424000,Private
616,Jabalpur,-1,,Jabalpur,9685258079,10,4,DR NILESH SURYAVANSHI,0,0,", ",ADIWASI  HOSTEL  PANAGAR,0,-1,0,,1619926277000,Government
617,Jabalpur,-1,482002,Jabalpur,8120512237,0,0,sangita yadav,24,15,076124 15200,SHITAL CHHAYA HOSPITAL,5,-1,5,"10, Malaviya Chowk, Wright Town, Jabalpur, Madhya Pradesh 482002, India",1619927685000,Private
618,Jabalpur,-1,482001,Jabalpur,7477234268,0,0,MD KHURSEED,11,6,076124 00258,BHANDARI HOSPITAL,0,-1,0,"RB-II 431/3, NH30, Howbag Railway Colony, Nehru Railway Colony, Gorakhpur, Jabalpur, Madhya Pradesh 482001, India",1619935566000,Private
619,Jabalpur,-1,,Jabalpur,8103538859,0,0,DR SWAPNIL JAIN,2,8,"8103538859, 8103538859",SHIV SAGAR HOSPITAL VIJAY NAGAR,0,-1,0,,1619937920000,Private
620,Jabalpur,-1,482001,Jabalpur,9300110650,0,0,DR  SANJAY NAGRAJ,20,60,076124 50530,MARBLE CITY HOSPITAL,0,-1,0,"No. 321, Parsi Anjuman Complex, Bhanwartal Extension, Napier Town, near Museum, Napier Town, Jabalpur, Madhya Pradesh 482001, India",1619929145000,Private
621,Jabalpur,-1,,Jabalpur,9522342424,20,20,Krishnakant Singh,7,33,"9522342424, 9522342424",Ayushman Hospital RUSSEL CHOWK,3,-1,28,,1619925668000,Private
622,Jabalpur,-1,482002,Jabalpur,9826392278,0,0,MR ABDUL HANNAN,4,26,"9826392278, 9826392278",GLOBAL HOSPITAL,0,-1,1,"Plot No 7-8, Shatabdipuram, near Ukhari Crossing, Phase 1, Shatabdipuram Phase 1, Jabalpur, Madhya Pradesh 482002, India",1619926353000,Private
623,Jabalpur,-1,482001,Jabalpur,9826316785,10,5,KHUSHI LAL AHIRWAR,12,18,"9109105012, 7415004175",SUVIDHA POLY CLINIC AND RESEARCH CENTRE PVT. LTD. MULTISPECIALTITY CARE CENTRE,3,-1,10,"230, Nagpur Rd, Madan Mahal, Jabalpur, Madhya Pradesh 482001, India",1619930953000,Private
624,Jabalpur,-1,482002,Jabalpur,9302928962,0,0,SYED MERAJ AHMED,24,8,0761 402 6000,TAKIRAZA HEALTHCARE CENTRE,11,-1,6,"Maharshi Dayanand Saraswati Chowk, Napier Town, Jabalpur, Madhya Pradesh 482002, India",1619925677000,Private
625,Jhabua,-1,457661,Jhabua,9425101288,0,0,Dr L S RATHORE,0,60,"9179119671, 9589399999",Others Private Hospital,0,-1,10,"Hospital colony, Jhabua, Madhya Pradesh 457661, India",1619924258000,Private
626,Jhabua,-1,457773,Jhabua,9893678040,70,61,Dr M.L Chopra,0,10,096174 64758,CH- Petlawad,0,-1,1,"Block Colony, Petlawad, Madhya Pradesh 457773, India",1619924165000,Government
627,Jhabua,-1,457661,Jhabua,8827744338,10,3,Dr. Yojesh Ajnar,16,50,"8827744338, 8827744338",DH - Jhabua,0,-1,7,"Jhabua, Madhya Pradesh 457661, India",1619924213000,Government
628,Jhabua,-1,457777,Jhabua,9770388117,50,50,DR ANIL RATHORE,0,0,", ",CCC- ITI THANDLA,0,-1,0,"Khajuri, Thandla, Madhya Pradesh 457777, India",1619924122000,Government
629,Jhabua,-1,457661,Jhabua,9893777416,100,94,DR SAWAN SINGH CHOUHAN,0,0,099936 83010,CCC- HAWAI PATTI,0,-1,0,"Jhabua Bus Stand, Bus Stand Sajan Road, NH 59, Jhabua, Madhya Pradesh 457661, India",1619924082000,Government
630,Katni,-1,483504,Katni,9165051307,0,0,Mr Ajay Behrwani,5,42,076222 20620,Baba Madhavshah Chikitsalaya,0,-1,11,"Hospital Line, Madhav Nagar, Katni, Madhya Pradesh 483504, India",1619895372000,Private
631,Katni,-1,483504,Katni,9926521620,100,51,Dr Rajendra Singh Thakur,0,100,076222 20620,District Hosital-2 Divyanchal,0,-1,51,"Hospital Line, Madhav Nagar, Katni, Madhya Pradesh 483504, India",1619895053000,Government
632,Katni,-1,483501,Katni,8889642500,35,0,Dr Yeshwant verma,10,175,"8889642500, 8889642500",DH Katni - DCHC,0,-1,0,"Gole Bazar, Katni, Madhya Pradesh 483501, India",1619895581000,Government
633,Katni,-1,483501,Katni,7999623121,6,3,Dr Dinkar Prakash,14,40,076224 05070,MGM,1,-1,2,"Infront of Forester Ground, Kachari, Chauraha, Katni, Madhya Pradesh 483501, India",1619895201000,Private
634,Katni,-1,483775,Katni,9893197799,0,0,Dr Vinod Kumar,0,33,"9893197799, 9893197799",CH Vijayraghavgarh,0,-1,0,"Vijayraghavgarh, Madhya Pradesh 483775, India",1619895307000,Government
635,Katni,-1,483501,Katni,9630995570,7,0,Dr Rajesh Battra,13,25,076224 05070,Dharmalok Private Hospital Katni - DCHC,0,-1,0,"Infront of Forester Ground, Kachari, Chauraha, Katni, Madhya Pradesh 483501, India",1619918500000,Private
636,Katni,-1,483501,Katni,9425324188,10,0,Dr Manish Gattani,5,10,076222 22222,Chandak Hospital,0,-1,0,"Chandak Chowk Dalal Ghanta Ghar Road katni Chandak Chowk Dalal Ghanta Ghar, Road, Gandhi Ganj, Katni, Madhya Pradesh 483501, India",1619895408000,Private
637,Katni,-1,483501,Katni,9727747114,5,0,Dr Naveen Karn,3,5,076222 29250,GG Nursing Home,0,-1,0,"National Highway 44, MP SH 10, Anand Vihar, Katni, Madhya Pradesh 483501, India",1619895084000,Private
638,Katni,-1,483501,Katni,7509943905,50,44,Rajendra Singh Thakur,0,10,"7509943905, 7509943905",JAIN DHARAMSHALA,0,-1,4,"Raghunath Ganj, Gandhi Ganj, Katni, Madhya Pradesh 483501, India",1619895478000,Government
639,Katni,-1,483501,Katni,7772957975,16,11,Dr Virend Khampariya,0,14,"9727747114, 7772957975",Maa Lakshmi,0,-1,0,"Jalpa Madiya Rd, Jalpa Ward, Gandhi Ganj, Katni, Madhya Pradesh 483501, India",1619895124000,Private
640,Katni,-1,483504,Katni,7509943905,200,199,Rajendra Singh Thakur,0,0,"7509943905, 7509943905",SAINA HOSTEL CCC,0,-1,0,"Madhav Nagar, Katni, Madhya Pradesh 483504, India",1619895438000,Government
641,Khandwa,-1,450001,Khandwa,8085864666,0,0,DR SURAJ JAIN,60,0,0733 224 5000,GMC - Khandwa - DCH,10,-1,0,"Khandwa - Mundi State Hwy, near Luv Kush Nagar, Love Kush Nagar, Khandwa, Madhya Pradesh 450001, India",1619936971000,Government
642,Khandwa,-1,450001,Khandwa,8369722948,40,0,DR VIJAY PAWAR,0,10,"9179833345, 6266947729",KHANDWA URBEN-CCC,0,-1,10,"Khandwa Junction, Khandawa-Mundi State Hwy, Tin Puliya, Civil Line, Civil Line, Khandwa, Madhya Pradesh 450001, India",1619939478000,Government
643,Khandwa,-1,450001,Khandwa,9617809731,40,33,DR RAMKRISHAN INGLA,0,10,"9827072734, 9981162344",MUNDI- CCC,0,-1,7,"Khandwa, Madhya Pradesh 450001, India",1619927799000,Government
644,Khandwa,-1,450117,Khandwa,9425639723,40,38,DR SHILENDRA KATARIYA,0,10,"9926281530, 6263225679",HARSOOD- CCC,0,-1,10,"New Harsud, Harsud, Madhya Pradesh 450117, India",1619921460000,Government
645,Khandwa,-1,450117,Khandwa,9425639723,40,37,DR SHILENDRA KATARIYA,0,10,076971 67658,KHALWA-CCC,0,-1,2,"Khalwa, Madhya Pradesh 450117, India",1619921212000,Government
646,Khandwa,-1,450001,Khandwa,9893929271,0,0,DR SHILENDRA CHOUHAN,0,300,"9893929271, 7000173296",DH-KHANDWA GOVT DCHC,0,-1,204,"Khandwa, Madhya Pradesh 450001, India",1619937051000,Government
647,Khandwa,-1,450001,Khandwa,7747919955,40,34,DR G.G TOMAR,0,10,094250 85742,PANDHANA- CCC,0,-1,9,"Pandhana - Khandwa Main Rd, Near aabna, river bridge, Khandwa, Madhya Pradesh 450001, India",1619927812000,Government
648,Khargone,-1,451331,Khargone,7999623689,50,31,DR GOURISHANKAR TAWDE,0,10,"7067348179, 7999623689",CCC BHIKANGAON,0,-1,10,"Bhikangaon, Madhya Pradesh 451331, India",1619928691000,Government
649,Khargone,-1,,Khargone,9926958001,2,0,KAMAL,4,10,", ",AGRAWAL HOSPITAL SANAWAD,2,-1,6,,1619932527000,Private
650,Khargone,-1,,Khargone,9009827410,8,2,DR JITENDRA BADOLE,7,15,", ",RAMSHREE HOSPITAL,0,-1,5,,1619924465000,Private
651,Khargone,-1,,Khargone,9009451900,16,16,DR PARTH RATNAPARKHI,0,4,", ",CCC GOGAWA,0,-1,4,,0,Government
652,Khargone,-1,451001,Khargone,9039837881,15,0,DR SHAKIL KHAN,7,30,094068 16786,Subhishi Hospital,1,-1,0,"Gouridham, Gouridham Extension Colony, Khargone, Madhya Pradesh 451001, India",1619926194000,Private
653,Khargone,-1,,Khargone,8959284698,30,29,JAYRAM JAMRE,0,5,"8959284698, 8959284698",CCC BHAGWANPURA,0,-1,5,,1619928660000,Government
654,Khargone,-1,451224,Khargone,7067348179,90,47,Vimal vandavde,0,10,"7067348179, 7067348179",CCC Maheshwar,0,-1,3,"Khargone (West Nimar), SH-1, Mandleshwar Road, Khargone, Khargone, Madhya Pradesh 451224, India",1619928773000,Government
655,Khargone,-1,451331,Khargone,9165391338,15,0,Roshni Malviya,10,15,"9165391338, 9165391338",Sai Samarth Hospital,10,-1,9,"Bhikangaon, Madhya Pradesh 451331, India",1619929240000,Private
656,Khargone,-1,451115,Khargone,7999756922,10,2,ABHISHEK JAIN,7,13,070499 81155,Shri Dada Darbar Hospital Barwah,0,-1,2,"22, Maheshwar Road, Barwaha, Madhya Pradesh 451115, India",1619919334000,Private
657,Khargone,-1,,Khargone,7987002635,10,10,DINESH MANDLOI,0,0,"7987002635, 7987002635",CCC  OON,0,-1,0,,0,Government
658,Khargone,-1,,Khargone,9074771966,20,0,DR HEMANT SONI,4,6,", ",SHRI VISHNU SHRI HOSPITAL,1,-1,3,,1619925350000,Private
659,Khargone,-1,451001,Khargone,9111470601,40,29,DR HANSHA PATIDAR,0,10,089294 88702,CCC SANAWAD,0,-1,10,"Jaitapur, Khargone, Madhya Pradesh 451001, India",1619928831000,Government
660,Khargone,-1,451001,Khargone,9407494894,0,0,DR RAVISH SARAF,0,20,"9131593101, 9131593101",SONAA MAA NURSING HOME KHARGONE,0,-1,3,"Sanawad Rd, Saraswati Nagar, Khargone, Madhya Pradesh 451001, India",1619922998000,Private
661,Khargone,-1,,Khargone,9165673789,45,45,DR AYUSHI PATIDAR,0,10,", ",CCC SARASVATI SCHOOL KGN,0,-1,10,,1619928865000,Government
662,Khargone,-1,451111,Khargone,9685820097,8,0,Dr. Sudhir Mourya,0,15,093409 18142,Gurjar Shri Hospital Sanawad,0,-1,0,"522/140,Gurjar Shri Road, Jawahar Marg, Sanawad, Madhya Pradesh 451111, India",1619925060000,Private
663,Khargone,-1,451228,Khargone,8208301224,10,0,DR PRADEEP VERMA,6,16,072852 31313,NAVJEEVAN HOSPITAL KASRAWAD,0,-1,1,"Manpur - Mandleshwar Rd, Kasrawad, Madhya Pradesh 451228, India",1619929018000,Private
664,Khargone,-1,451001,Khargone,7974546105,35,12,AMIT,0,5,"9407174478, 9407174478",CCC RADHA KUNJ,0,-1,5,"35, Nutan Nagar Rd, near swastik hotel, Vishwasakha Colony, Lovkush Vihar, Industrial Area, Vishwa Sakha Nagar, Khargone, Madhya Pradesh 451001, India",1619928806000,Private
665,Khargone,-1,451001,Khargone,8458986245,90,0,Dr Vidhi Tiwari,0,10,"9893642696, 9009982805","GOVT. GIRLS HOSTEL, UMARKHALI ROAD KHARGONE (CCC)",0,-1,4,"Government Girls College, BTI Rd, Anand Nagar, Khargone, Madhya Pradesh 451001, India",1619928890000,Government
666,Khargone,-1,,Khargone,9893946367,30,30,DR ANUPAM ATRE,0,5,"9893946367, 9893946367",CCC KAUSHAL VIKAS KENDRA KGN,0,-1,5,,1619928745000,Government
667,Khargone,-1,451228,Khargone,8319193500,30,15,DEEPAK NARIYA,0,20,"8319193500, 8319193500",CCC KASRAWAD,0,-1,1,"Kasrawad, Madhya Pradesh 451228, India",1619928720000,Government
668,Khargone,-1,451111,Khargone,9425279142,8,0,Dr. Sonal Pagare,2,2,"9425279142, 9425279142","Late Shri Natthulalji Mori Memorial Hospital Pvt Ltd, Sanawad",0,-1,0,"Piranpir Road, near Gayatri Mandir, Sanawad, Madhya Pradesh 451111, India",1619924180000,Private
669,Khargone,-1,,Khargone,9827722252,15,12,DR RAMACHAL YADAV,10,32,"9827722252, 9827722252",SUJAS HOSPITAL MANDLESHWAR,8,-1,27,,1619933140000,Private
670,Khargone,-1,451111,Khargone,9826856222,14,0,Dr. Ajay Malviya,5,18,098268 56222,Shri Sai Hospital Sanawad,0,-1,0,"Sanawad, Madhya Pradesh 451111, India",1619919297000,Private
671,Khargone,-1,451115,Khargone,9826482217,10,0,DR RAJESH PATIDAR,6,8,", ",GURJAR HOSPITAL BARWAH,0,-1,0,"17/2, Maheshwar Rd, near railway crossing, Kanwar Colony, Barwaha, Madhya Pradesh 451115, India",1619927859000,Private
672,Khargone,-1,451111,Khargone,7049905639,11,0,Ajay jaiswal,4,4,"9575661307, 9575661307",RITWIK HOSPITAL & RESEARCH CENTRE SANAWAD,4,-1,1,"Solanki Colony, Sanawad, Madhya Pradesh 451111, India",1619920492000,Private
673,Khargone,-1,,Khargone,7974860412,6,0,DR RAVI S MANIK,5,3,", ",RUDRANSH HOSPITAL & CRITICAL CARE,1,-1,3,,1619941382000,Private
674,Khargone,-1,451001,Khargone,8770748306,200,125,DR DIVYESH VERMA,12,170,"9685122068, 9685122068",DH - khargone,0,-1,0,"Khargone, Madhya Pradesh 451001, India",1619926831000,Government
675,Mandla,-1,,Mandla,7000540484,16,5,Dr Manoj Murali,10,80,"9926373966, 7987160925",DH Mandla - DCHC,10,-1,0,,1619929512000,Government
676,Mandla,-1,481668,Mandla,9755904134,50,35,Mrs Meena Choudhary,0,0,"9755904134, 9755904134",GNM Training Center Mandla,0,-1,0,"Mandla Rd, Mandla, Madhya Pradesh 481668, India",1619929542000,Government
677,Mandsaur,-1,458880,Mandsaur,9425976170,50,33,Dr VK Verma,0,0,"9993798563, 9713632991",Covid Care Centre Garoth,0,-1,0,"Garoth, Madhya Pradesh 458880, India",1619925189000,Government
678,Mandsaur,-1,,Mandsaur,9424888300,30,30,Dilip Sharma,0,0,", ",Covid Care Centre Pipliyamandi,0,-1,0,,1619946471000,Government
679,Mandsaur,-1,,Mandsaur,6263052410,15,0,Raju Kumawat,15,16,"7000640018, 9977771363",Shree Siddi Vinayak Multispecialty Hospital,0,-1,0,,1619930738000,Private
680,Mandsaur,-1,,Mandsaur,8349207947,26,0,Nirmal Gangwani,0,8,"6263052410, 9301892221",SPA Private Covid  Health Centre Mandsaur,0,-1,0,,1619930567000,Private
681,Mandsaur,-1,458001,Mandsaur,9752078241,8,0,Vandana Jain,0,12,07422 495 060,Ajay Hospital Mandsaur,0,-1,0,"Janta Colony, Mandsaur, Madhya Pradesh 458001, India",1619946564000,Private
